Dummy Policy No,ASSURED_AGE,NOMINEE_RELATION,OCCUPATION,POLICY SUMASSURED,Premium,PREMIUMPAYMENTMODE,Annual Income,HOLDERMARITALSTATUS,INDIV_REQUIREMENTFLAG,Policy Term,Policy Payment Term,CORRESPONDENCECITY,CORRESPONDENCESTATE,CORRESPONDENCEPOSTCODE,CHANNEL,Bank code,Date of Death,INTIMATIONDATE,STATUS,SUB_STATUS,Fraud Category
-1.64420313022272,-0.4635045569783044,12,11,4.50871171929938,-0.2607881485813639,1,-0.008304994974646193,0,0,3.495974497978437,0.02752409412816096,284,1,534,3,,9,11,1,3,8
-1.6415807966816949,0.7711415973552495,11,11,0.004746595945328892,-0.19924343801590977,4,-0.0476494369529905,0,0,1.380396505493884,0.02752409412816096,33,7,436,3,,35,2,1,3,8
-1.63895846314067,-0.2735589947731422,5,11,0.004746595945328892,-0.19415148733481868,4,-0.056665871573027736,0,1,1.380396505493884,0.02752409412816096,85,29,184,3,,0,0,0,11,8
-1.6363361295996448,-1.0333412435937908,11,0,0.004746595945328892,-0.18942163092438297,0,-0.06486263031851613,0,1,2.6248541481318566,0.02752409412816096,479,16,368,3,,33,2,1,3,8
-1.6337137960586197,-1.0333412435937908,12,4,-0.27358832740801137,-0.314943872936257,4,-0.06281344063214403,0,1,2.6248541481318566,0.02752409412816096,37,14,593,3,,23,15,1,3,8
-1.6310914625175947,0.10633212963718201,12,0,0.004746595945328892,-0.18942163092438297,0,-0.05461668188665564,0,0,2.6248541481318566,0.02752409412816096,43,25,272,3,,42,21,1,3,8
-1.6284691289765696,-1.3182595869015339,5,11,-0.48360467866553175,-0.40748158998061873,4,-0.07101019937763244,0,1,0.011493098592114559,0.02752409412816096,488,16,382,3,,53,19,1,3,8
-1.6258467954355444,-1.1283140246963719,12,2,-0.1470724531564931,-0.3730351093953355,4,-0.06486263031851613,0,0,1.8781795625490731,0.02752409412816096,441,7,455,3,,39,12,1,3,8
-1.6232244618945195,-1.6981507113118581,2,0,-0.04585975375527843,-0.34351990015854006,4,-0.06896100969126033,1,1,1.255950741230087,0.02752409412816096,157,9,316,3,,0,0,0,11,8
-1.6206021283534944,-0.4635045569783044,11,11,-0.29889150225831507,-0.3174898482768025,4,-0.058715061259399834,0,1,0.011493098592114559,0.02752409412816096,391,26,608,3,,21,28,1,9,8
-1.6179797948124692,-0.2735589947731422,12,2,0.5108100929514021,0.24828244962220583,4,-0.025928026277446246,0,1,-0.6107357227268716,0.02752409412816096,404,29,202,0,-0.18806387666603816,26,38,1,3,8
-1.6153574612714443,0.9610871595604116,12,11,1.5735434366641559,0.9272092071010158,4,-0.01568207784558575,0,1,-0.6107357227268716,0.02752409412816096,379,4,830,0,-0.18806387666603816,0,0,0,11,8
-1.6127351277304192,1.3409782839707358,5,8,-0.5519232507613516,0.47459136878180913,4,-0.01909739398953925,0,1,-0.6107357227268716,0.02752409412816096,98,31,632,3,,0,0,0,11,8
-1.610112794189394,1.72086940838106,12,9,-0.5519232507613516,0.021973530462602496,4,-0.05748554744757658,0,1,-0.6107357227268716,0.02752409412816096,321,29,212,0,-0.18806387666603816,0,0,0,11,8
-1.607490460648369,-0.6534501191834665,6,11,-0.5519232507613516,0.7009002879414126,4,-0.025928026277446246,1,1,-0.6107357227268716,0.02752409412816096,101,26,595,0,-0.18806387666603816,0,0,0,11,8
-1.604868127107344,1.2460055028681547,10,4,-0.5519232507613516,-0.20433538869700082,3,-0.056665871573027736,0,1,0.011493098592114559,0.02752409412816096,355,8,12,0,-0.18806387666603816,0,0,0,11,8
-1.6022457935663188,1.2460055028681547,10,4,-0.5519232507613516,-0.20433538869700082,4,-0.056665871573027736,0,1,0.011493098592114559,0.02752409412816096,355,8,12,0,-0.18806387666603816,0,0,0,11,8
-1.5996234600252939,-0.2735589947731422,12,11,-0.5519232507613516,0.7009002879414126,4,-0.025928026277446246,0,1,-0.6107357227268716,0.02752409412816096,152,11,37,0,-0.18806387666603816,0,0,3,15,8
-1.5970011264842687,0.9610871595604116,10,9,-0.5519232507613516,0.7009002879414126,4,-0.025928026277446246,0,1,-0.6107357227268716,0.02752409412816096,61,14,579,0,-0.18806387666603816,0,0,0,11,8
-1.5943787929432436,2.195733313893965,11,9,-0.5519232507613516,0.7009002879414126,4,-0.03446631663732999,0,1,-0.6107357227268716,0.02752409412816096,44,11,40,0,-0.18806387666603816,0,0,0,11,8
-1.5917564594022187,1.2460055028681547,10,9,-0.5519232507613516,0.021973530462602496,4,0.004809819018135242,0,1,-0.6107357227268716,0.02752409412816096,211,25,250,0,-0.18806387666603816,0,0,0,11,8
-1.5891341258611935,-2.3629601790299257,6,11,-0.34949785195892236,-0.419328861898624,4,-0.06349650386093474,1,1,-0.6107357227268716,0.02752409412816096,331,31,682,3,,0,0,6,1,8
-1.5865117923201684,-0.4635045569783044,0,0,-0.29889150225831507,-0.3174898482768025,4,-0.056665871573027736,1,1,-0.36184419419927716,0.02752409412816096,292,24,72,0,-0.18806387666603816,0,0,0,11,8
-1.5838894587791434,-1.603177930209277,6,11,0.4602037432507948,0.021973530462602496,4,-0.055846195698478894,0,1,-0.36184419419927716,0.02752409412816096,463,11,50,0,-0.18806387666603816,0,0,0,11,8
-1.5812671252381183,-1.603177930209277,6,11,0.4602037432507948,0.021973530462602496,4,-0.05461668188665564,0,1,-0.36184419419927716,0.02752409412816096,463,11,49,0,-0.18806387666603816,0,0,0,11,8
-1.5786447916970932,-2.1730146168247635,6,11,0.4602037432507948,0.021973530462602496,4,-0.0517478163257347,0,1,-0.36184419419927716,0.02752409412816096,463,11,49,0,-0.18806387666603816,0,0,0,11,8
-1.5760224581560682,-1.1283140246963719,5,11,0.2071719947477582,-0.09118092911719917,4,-0.050518302513911435,0,1,-0.36184419419927716,0.02752409412816096,192,11,30,0,-0.18806387666603816,0,0,3,15,8
-1.573400124615043,-1.603177930209277,11,11,0.4602037432507948,0.021973530462602496,4,-0.01568207784558575,0,1,-0.36184419419927716,0.02752409412816096,468,17,347,0,-0.18806387666603816,0,0,0,11,8
-1.570777791074018,-1.603177930209277,2,11,0.4602037432507948,0.021973530462602496,4,-0.056665871573027736,1,1,-0.36184419419927716,0.02752409412816096,301,29,213,0,-0.18806387666603816,0,0,0,11,8
-1.568155457532993,-0.6534501191834665,12,11,0.4602037432507948,0.021973530462602496,4,-0.054958213501050984,0,1,-0.36184419419927716,0.02752409412816096,264,31,637,0,-0.18806387666603816,0,0,0,11,8
-1.5655331239919679,0.10633212963718201,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.06076425094577193,0,1,-0.36184419419927716,0.02752409412816096,343,8,9,0,-0.18806387666603816,0,0,0,11,8
-1.5629107904509427,0.011359348534600945,1,11,0.4602037432507948,0.021973530462602496,4,-0.05256749220028354,0,1,-0.36184419419927716,0.02752409412816096,304,24,66,3,,0,0,2,1,8
-1.5602884569099178,0.6761688162526683,1,11,-0.29889150225831507,-0.3174898482768025,4,-0.05256749220028354,0,1,-0.36184419419927716,0.02752409412816096,308,17,344,0,-0.18806387666603816,0,0,0,11,8
-1.5576661233688927,0.10633212963718201,1,11,-0.0463658172522845,-0.20456169761616044,4,-0.04300460699721374,0,1,-0.36184419419927716,0.02752409412816096,293,26,613,0,-0.18806387666603816,0,0,0,11,8
-1.5550437898278675,-1.603177930209277,1,11,-0.29889150225831507,-0.3174898482768025,4,-0.056665871573027736,3,1,-0.36184419419927716,0.02752409412816096,275,13,866,3,,0,0,2,1,8
-1.5524214562868426,-1.603177930209277,10,11,-0.04585975375527843,-0.20433538869700082,4,-0.056665871573027736,3,1,-0.36184419419927716,0.02752409412816096,275,13,866,3,,0,0,2,1,8
-1.5497991227458174,-1.603177930209277,10,11,-0.29889150225831507,-0.3174898482768025,4,-0.056665871573027736,3,1,-0.36184419419927716,0.02752409412816096,275,13,866,3,,0,0,2,1,8
-1.5471767892047923,-0.5584773380808854,12,0,0.2071719947477582,-0.09118092911719917,4,-0.06008118771698123,0,1,0.011493098592114559,0.02752409412816096,200,25,297,3,,0,0,8,8,8
-1.5445544556637674,-0.6534501191834665,10,2,-0.38492229674934747,-0.3114111907081755,4,-0.06486263031851613,0,1,-0.36184419419927716,0.02752409412816096,286,29,175,0,-0.18806387666603816,0,0,0,11,8
-1.5419321221227422,-0.5584773380808854,6,11,0.09103042218486437,-0.04043115399565812,4,-0.056665871573027736,1,1,0.011493098592114559,0.02752409412816096,350,26,617,0,-0.18806387666603816,0,0,0,11,8
-1.539309788581717,-0.6534501191834665,11,11,-0.3393765820188009,-0.3123978975957114,4,-0.050518302513911435,0,1,0.011493098592114559,0.02752409412816096,23,21,706,0,-0.18806387666603816,0,0,0,11,8
-1.5366874550406922,-0.8433956813886286,10,11,-0.12682991327625015,-0.19415148733481868,4,-0.06076425094577193,0,1,0.011493098592114559,0.02752409412816096,343,8,14,0,-0.18806387666603816,0,0,0,11,8
-1.534065121499667,-1.8880962735170204,10,6,-0.3393765820188009,-0.3123978975957114,4,-0.056665871573027736,0,1,0.011493098592114559,0.02752409412816096,293,26,610,0,-0.18806387666603816,0,0,0,11,8
-1.5314427879586419,-1.8880962735170204,1,6,-0.3393765820188009,-0.3123978975957114,4,-0.056665871573027736,0,1,0.011493098592114559,0.02752409412816096,293,26,610,0,-0.18806387666603816,0,0,0,11,8
-1.528820454417617,0.10633212963718201,1,11,0.03409827877168114,0.02578683575044181,4,-0.04300460699721374,0,1,-0.36184419419927716,0.02752409412816096,293,26,613,0,-0.18806387666603816,0,0,0,11,8
-1.5261981208765918,1.0560599406629927,1,9,-0.3925132492044386,-0.314943872936257,4,-0.06691182000488824,3,0,0.011493098592114559,0.02752409412816096,329,29,210,3,,11,13,1,2,8
-1.5235757873355666,2.670597219406871,10,9,-0.5519232507613516,22.200247608103727,3,0.605905460353951,0,1,3.7448660265060316,0.02752409412816096,334,17,359,0,-0.18806387666603816,0,0,0,11,8
-1.5209534537945417,-1.2232868057989528,12,11,0.004746595945328892,-0.19415148733481868,4,-0.05297733013755796,0,1,1.0070592127024924,0.02752409412816096,155,11,22,0,-0.18806387666603816,0,0,0,11,8
-1.5183311202535166,-1.3182595869015339,11,11,-0.27358832740801137,-0.314943872936257,4,-0.056665871573027736,0,1,1.380396505493884,0.02752409412816096,308,17,343,1,,0,0,3,0,8
-1.5157087867124914,0.9610871595604116,12,9,0.004746595945328892,-0.19415148733481868,4,-0.02251271013349275,0,0,1.0070592127024924,0.02752409412816096,396,11,28,0,-0.18806387666603816,0,0,0,11,8
-1.5130864531714665,0.8661143784578305,12,11,0.28308151929866915,-0.07590507707392595,4,-0.05256749220028354,0,0,2.6248541481318566,0.02752409412816096,91,25,274,3,,0,0,8,8,8
-1.5104641196304414,-0.9383684624912096,5,11,0.28308151929866915,-0.08354300309556256,4,-0.05256749220028354,0,1,2.6248541481318566,0.02752409412816096,362,11,59,3,,0,0,2,1,8
-1.5078417860894162,-0.17858621367056118,5,8,0.004746595945328892,-0.19415148733481868,4,-0.06281344063214403,0,1,2.6248541481318566,0.02752409412816096,325,24,96,3,,0,0,0,11,8
-1.5052194525483913,0.011359348534600945,1,11,0.5614164426520094,0.0423413331869668,4,-0.05256749220028354,0,0,2.6248541481318566,0.02752409412816096,304,24,66,3,,0,0,8,8,8
-1.5025971190073661,-2.7428513034402497,6,12,0.28308151929866915,-0.07590507707392595,4,-0.04846911282753934,1,1,2.6248541481318566,0.02752409412816096,43,25,271,3,,0,0,8,8,8
-1.499974785466341,-2.457932960132507,6,11,0.5614164426520094,0.032157431824784644,4,-0.027977215963818348,1,1,2.6248541481318566,0.02752409412816096,43,25,270,3,,0,0,3,0,8
-1.497352451925316,-0.17858621367056118,5,11,0.5614164426520094,0.032157431824784644,4,-0.012266761701632252,0,1,2.6248541481318566,0.02752409412816096,91,25,274,3,,0,0,2,1,8
-1.494730118384291,0.8661143784578305,11,11,0.5614164426520094,0.032157431824784644,4,-0.03958929085326024,0,0,1.380396505493884,0.02752409412816096,43,25,270,3,,0,0,3,0,8
-1.4921077848432658,0.10633212963718201,5,11,0.004746595945328892,-0.19415148733481868,4,-0.058715061259399834,0,1,1.380396505493884,0.02752409412816096,174,16,396,0,-0.18806387666603816,0,0,0,11,8
-1.4894854513022409,-3.5026335522608982,11,8,0.004746595945328892,-0.19415148733481868,4,0.004809819018135242,0,1,1.380396505493884,0.02752409412816096,291,29,173,3,,0,0,0,11,8
-1.4868631177612157,-3.5026335522608982,11,8,0.004746595945328892,-0.19415148733481868,4,0.004809819018135242,0,1,1.380396505493884,0.02752409412816096,291,29,173,3,,0,0,0,11,8
-1.4842407842201906,-1.8880962735170204,2,11,0.8397513660053497,0.14785786674513185,4,-0.03617397470930674,1,1,2.6248541481318566,0.02752409412816096,91,25,274,3,,0,0,2,1,8
-1.4816184506791656,-2.457932960132507,6,11,1.11808628935869,0.26355830166547906,4,-0.027977215963818348,1,1,2.6248541481318566,0.02752409412816096,43,25,270,3,,0,0,3,0,8
-1.4789961171381405,-3.027769646747993,11,11,1.8139235977420407,0.5744501793609841,4,0.1277612002004612,0,1,2.6248541481318566,0.02752409412816096,375,11,59,3,,0,0,0,11,8
-1.4763737835971154,-1.6981507113118581,6,11,0.8397513660053497,0.16058774344785953,4,-0.04519040932934398,1,1,2.6248541481318566,0.02752409412816096,362,11,60,3,,0,0,0,11,8
-1.4737514500560904,-1.9830690546196013,6,11,0.8397513660053497,0.16058774344785953,4,-0.05256749220028354,1,1,2.6248541481318566,0.02752409412816096,362,11,60,3,,0,0,0,11,8
-1.4711291165150653,-2.6478785223376686,6,12,1.11808628935869,0.2930237229400594,0,-0.027977215963818348,1,1,2.00262532681287,0.02752409412816096,91,25,274,3,,0,0,0,11,8
-1.4685067829740401,-1.7931234924144392,2,10,2.231425982772051,0.7263600413468679,4,-0.008851445557678753,1,1,2.6248541481318566,0.02752409412816096,86,5,93,3,,0,0,2,1,8
-1.4658844494330152,-1.603177930209277,6,11,2.7880958294787312,0.9883126152741087,4,-0.011583698472841552,1,0,2.6248541481318566,0.02752409412816096,102,25,274,3,,0,0,8,8,8
-1.46326211589199,-0.4635045569783044,12,2,-0.16225435806667526,-0.26178843400404933,0,-0.06008118771698123,0,1,2.6248541481318566,0.02752409412816096,21,29,193,1,,30,34,1,2,8
-1.460639782350965,-0.08361343256798012,12,11,0.28308151929866915,-0.07590507707392595,4,-0.05154289735709749,0,1,1.380396505493884,0.02752409412816096,478,25,284,3,,0,0,0,11,8
-1.45801744880994,-0.17858621367056118,6,11,-0.5519232507613516,0.7009002879414126,4,-0.032758658565353246,0,1,-0.6107357227268716,0.02752409412816096,13,9,314,0,-0.18806387666603816,0,0,2,1,8
-1.4553951152689149,0.3912504729449252,12,11,-0.4001042016595297,-0.3582775047769378,0,-0.04300460699721374,0,0,4.24264908356122,0.02752409412816096,15,24,260,3,,22,45,1,3,8
-1.4527727817278897,-0.3685317758757233,6,11,0.2071719947477582,-0.09118092911719917,4,-0.04437073345479514,0,1,-0.36184419419927716,0.02752409412816096,314,26,609,0,-0.18806387666603816,0,0,0,11,8
-1.4501504481868648,0.20130491073976306,12,11,0.5108100929514021,0.24828244962220583,4,-0.049835239285120736,0,1,-0.36184419419927716,0.02752409412816096,82,31,648,0,-0.18806387666603816,0,0,0,11,8
-1.4475281146458396,-0.08361343256798012,11,6,0.38429421869988384,0.3216133286974921,4,-0.04300460699721374,0,1,0.011493098592114559,0.02752409412816096,162,12,106,0,-0.18806387666603816,0,0,0,11,2
-1.4449057811048145,-2.0780418357221824,2,12,1.5735434366641559,0.9272092071010158,4,-0.04846911282753934,1,1,-0.6107357227268716,0.02752409412816096,419,12,98,0,-0.18806387666603816,0,0,2,1,2
-1.4422834475637896,-3.6925791144660605,11,9,1.5735434366641559,0.9272092071010158,4,-0.03617397470930674,0,1,-0.6107357227268716,0.02752409412816096,303,24,73,0,-0.18806387666603816,0,0,2,1,2
-1.4396611140227644,0.6761688162526683,5,6,1.5735434366641559,0.9272092071010158,4,-0.008851445557678753,0,0,-0.6107357227268716,0.02752409412816096,419,12,97,0,-0.18806387666603816,0,0,2,1,2
-1.4370387804817393,-2.7428513034402497,2,12,1.5735434366641559,0.9272092071010158,4,-0.008851445557678753,1,1,-0.6107357227268716,0.02752409412816096,287,24,69,0,-0.18806387666603816,0,0,2,1,2
-1.4344164469407144,-2.2679873979273446,2,12,1.5735434366641559,0.9272092071010158,4,-0.008851445557678753,1,1,-0.6107357227268716,0.02752409412816096,395,11,25,0,-0.18806387666603816,0,0,2,1,2
-1.4317941133996892,-2.7428513034402497,2,12,1.5735434366641559,0.9272092071010158,4,-0.025928026277446246,1,1,-0.6107357227268716,0.02752409412816096,425,12,102,0,-0.18806387666603816,0,0,2,1,2
-1.429171779858664,-2.7428513034402497,2,12,1.5735434366641559,0.9272092071010158,4,-0.025928026277446246,1,1,-0.6107357227268716,0.02752409412816096,303,24,73,0,-0.18806387666603816,0,0,2,1,2
-1.4265494463176391,-3.2177152089531553,11,9,1.5735434366641559,0.9272092071010158,4,-0.003386939727353155,0,1,-0.6107357227268716,0.02752409412816096,225,24,78,0,-0.18806387666603816,0,0,2,1,2
-1.423927112776614,-2.552905741235088,2,12,1.5735434366641559,0.9272092071010158,4,0.004809819018135242,1,1,-0.6107357227268716,0.02752409412816096,0,0,0,0,-0.18806387666603816,0,0,2,1,2
-1.4213047792355888,-2.6478785223376686,2,12,1.5735434366641559,0.9272092071010158,4,-0.008851445557678753,1,1,-0.6107357227268716,0.02752409412816096,0,0,0,0,-0.18806387666603816,0,0,2,1,2
-1.418682445694564,-2.3629601790299257,2,12,1.5735434366641559,0.9272092071010158,4,0.025301715881856236,0,1,-0.6107357227268716,0.02752409412816096,17,11,57,0,-0.18806387666603816,0,0,2,1,2
-1.4160601121535388,-3.2177152089531553,11,9,1.5735434366641559,0.9272092071010158,4,-0.003386939727353155,0,1,-0.6107357227268716,0.02752409412816096,225,24,78,0,-0.18806387666603816,0,0,2,1,2
-1.4134377786125136,-2.0780418357221824,6,12,1.5735434366641559,0.9272092071010158,4,0.004809819018135242,1,1,-0.6107357227268716,0.02752409412816096,378,24,83,0,-0.18806387666603816,0,0,2,1,2
-1.4108154450714887,-2.552905741235088,6,12,1.042176764807779,0.7263600413468679,4,0.00993279323406549,1,1,-0.36184419419927716,0.02752409412816096,431,12,103,0,-0.18806387666603816,0,0,2,1,2
-1.4081931115304636,-2.3629601790299257,2,12,1.042176764807779,0.7263600413468679,4,-0.008851445557678753,1,1,-0.36184419419927716,0.02752409412816096,461,12,103,0,-0.18806387666603816,0,0,2,1,2
-1.4055707779894384,-2.0780418357221824,6,2,0.7233567616939529,0.26355830166547906,4,-0.02251271013349275,1,1,0.011493098592114559,0.02752409412816096,461,12,103,0,-0.18806387666603816,0,0,2,1,2
-1.4029484444484135,-3.407660771158317,11,11,2.092258521095381,0.6685109554312901,4,-0.025928026277446246,0,1,2.6248541481318566,0.02752409412816096,86,5,94,0,-0.18806387666603816,0,0,2,1,2
-1.4003261109073883,-3.2177152089531553,11,6,2.092258521095381,0.6685109554312901,4,-0.032758658565353246,0,1,2.6248541481318566,0.02752409412816096,86,5,95,0,-0.18806387666603816,0,0,2,1,2
-1.3977037773663632,-3.5026335522608982,11,2,2.092258521095381,0.6685109554312901,4,-0.025928026277446246,0,1,2.6248541481318566,0.02752409412816096,431,12,104,0,-0.18806387666603816,0,0,2,1,2
-1.3950814438253383,0.5811960351500873,12,11,-0.5013169010607443,-0.38782666035160723,4,-0.056665871573027736,0,1,-0.9840730155182633,0.02752409412816096,470,26,606,0,-0.18806387666603816,0,0,0,11,8
-1.3924591102843131,0.3912504729449252,12,11,-0.5013169010607443,-0.38830643526022557,4,-0.056665871573027736,0,1,-0.9840730155182633,0.02752409412816096,31,3,744,0,-0.18806387666603816,0,0,0,11,8
-1.389836776743288,0.9610871595604116,12,11,-0.4760137262104407,-0.36457794508634117,4,-0.06076425094577193,0,0,-0.9840730155182633,0.02752409412816096,336,3,756,0,-0.18806387666603816,0,0,0,11,8
-1.387214443202263,-0.08361343256798012,5,11,-0.34949785195892236,-0.2671044305151084,4,-0.03617397470930674,0,1,-0.9840730155182633,0.02752409412816096,133,16,363,3,,0,0,0,11,8
-1.384592109661238,0.011359348534600945,12,11,-0.4152861065697119,-0.31757131948769995,1,-0.049835239285120736,0,1,-0.9840730155182633,0.02752409412816096,0,0,0,3,,0,0,0,11,8
-1.3819697761202128,-1.2232868057989528,12,0,-0.4760137262104407,-0.39669796998266366,4,-0.06486263031851613,0,1,-0.6107357227268716,0.02752409412816096,316,7,428,0,1.8674623167028876,0,0,0,11,8
